,Peak,Name,Citizenship,Sex,Age,Oxy,Dth,Host,Year,Season,Month,Day,Time
1894,EVER,"Lobsang Temba (Lupsang Temba) Sherpa (Khumjung, Khumbu)",Nepal,M,35,Yes,No,China,2003,Spr,May,30,9:00
1895,EVER,"Phuru Gyalzen Sherpa (Pangkongma, Solukhumbu)",Nepal,M,33,Yes,No,China,2003,Spr,May,30,9:00
1896,EVER,Mark Anthony Whetu,New Zealand,M,43,Yes,No,China,2003,Spr,May,30,9:00
1897,EVER,Sean Stephan Wisedale,S Africa,M,37,Yes,No,Nepal,2003,Spr,May,30,11:15
1898,EVER,James Patrick Clarke,USA,M,39,Yes,No,Nepal,2003,Spr,May,30,12:15
1899,EVER,Matthew David Holt,UK,M,41,Yes,No,Nepal,2003,Spr,May,30,12:15
1900,EVER,Bruno Rodi,Canada,M,48,Yes,No,Nepal,2003,Spr,May,30,12:15
1901,EVER,"Chhiri (Ang Chhiring) Sherpa (Thamo, Khumbu)",Nepal,M,29,Yes,No,Nepal,2003,Spr,May,30,12:15
1902,EVER,"Lhakpa Rita Sherpa (Thami, Khumbu)",Nepal,M,36,Yes,No,Nepal,2003,Spr,May,30,12:15
1903,EVER,"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",Nepal,M,34,Yes,No,Nepal,2003,Spr,May,30,12:15
1904,EVER,"Pemba Tenzing Sherpa (Phurte, Khumbu)",Nepal,M,27,Yes,No,Nepal,2003,Spr,May,30,12:15
1905,EVER,"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",Nepal,M,32,Yes,No,Nepal,2003,Spr,May,30,12:15
1906,EVER,Vernon Edward (Vern) Tejas,USA,M,50,Yes,No,Nepal,2003,Spr,May,30,12:15
1907,EVER,Paul Jean-Michel Valette,USA,M,42,Yes,No,Nepal,2003,Spr,May,30,12:15
1908,EVER,"Kami Rita Sherpa (Thami, Khumbu)",Nepal,M,25,Yes,No,Nepal,2003,Spr,May,30,12:30
1909,EVER,"Kami Rita (Topke) Sherpa (Thami, Khumbu)",Nepal,M,33,Yes,No,Nepal,2003,Spr,May,30,12:30
1910,EVER,Luis Guillermo Benitez,USA,M,30,Yes,No,Nepal,2003,Spr,May,30,13:00
1911,EVER,Paul Michael Obert,USA,M,52,Yes,No,Nepal,2003,Spr,May,30,13:00
1912,EVER,"Chhiring Sherpa (Khumjung, Khumbu)",Nepal,M,33,Yes,No,China,2003,Spr,May,31,
1913,EVER,Kin-Man Chung,China,M,49,Yes,No,China,2003,Spr,May,31,4:45
1914,EVER,"Phurba Tashi Sherpa (Khumjung, Khumbu)",Nepal,M,31,Yes,No,China,2003,Spr,May,31,4:45
1915,EVER,Gheorghe Dijmarescu,USA,M,41,Yes,No,China,2003,Spr,May,31,4:55
1916,EVER,James Stuart (Jamie) McGuinness,New Zealand,M,37,Yes,No,China,2003,Spr,May,31,7:00
1917,EVER,Anthony (Tony) Kelly,UK,M,48,Yes,No,China,2003,Spr,May,31,7:03
1918,EVER,"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",Nepal,M,21,Yes,No,China,2003,Spr,May,31,7:03
1919,EVER,Susan Erica (Sue) Fear,Australia,F,40,Yes,No,China,2003,Spr,May,31,7:15
1920,EVER,"Dawa Tenzing (Da Tenzing) Sherpa (Phortse, Khumbu)",Nepal,M,32,Yes,No,China,2003,Spr,May,31,7:15
1921,EVER,Terence Anthony (Banjo) Bannon,Ireland,M,35,Yes,No,China,2003,Spr,May,31,8:00
1922,EVER,"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",Nepal,M,39,Yes,No,Nepal,2004,Spr,May,15,10:30
1923,EVER,Kenton Edward Cool,UK,M,30,Yes,No,Nepal,2004,Spr,May,15,11:50
1924,EVER,Clive Bruce Jones,New Zealand,M,39,Yes,No,Nepal,2004,Spr,May,15,11:50
1925,EVER,"Pema Chhiring/Chhiri Sherpa (Beding, Dolakha)",Nepal,M,20,Yes,No,Nepal,2004,Spr,May,15,11:50
1926,EVER,"Pemba Nuru Sherpa (Beding, Dolakha)",Nepal,M,23,Yes,No,Nepal,2004,Spr,May,15,11:50
1927,EVER,Elias Misael Alvial Cid,Chile,M,42,Yes,No,Nepal,2004,Spr,May,15,12:30
1928,EVER,Annabelle S. Bond,UK,F,34,Yes,No,Nepal,2004,Spr,May,15,12:30
1929,EVER,Eugenio Luis Guzman Letelier,Chile,M,27,Yes,No,Nepal,2004,Spr,May,15,12:30
1930,EVER,Andronico Luksic Craig,Chile,M,50,Yes,No,Nepal,2004,Spr,May,15,12:30
1931,EVER,Ernesto Olivares Miranda,Chile,M,39,Yes,No,Nepal,2004,Spr,May,15,12:30
1932,EVER,"Lhakpa Nuru Sherpa (Phortse, Khumbu)",Nepal,M,24,Yes,No,Nepal,2004,Spr,May,15,12:30
1933,EVER,"Lhakpa Rita Sherpa (Phortse, Khumbu)",Nepal,M,32,Yes,No,Nepal,2004,Spr,May,15,12:30
1934,EVER,"Palden Namgye/Namgyal Sherpa (Phortse, Khumbu)",Nepal,M,31,Yes,No,Nepal,2004,Spr,May,15,12:30
1935,EVER,"Phu Tashi Sherpa (Phortse, Khumbu)",Nepal,M,26,Yes,No,Nepal,2004,Spr,May,15,12:30
1936,EVER,Daniel (Dan) Barter,USA,M,49,Yes,No,Nepal,2004,Spr,May,15,13:00
1937,EVER,Kevin D. Flynn,USA,M,47,Yes,No,Nepal,2004,Spr,May,15,13:00
1938,EVER,Rauno (Ron) Hoglin,Canada,M,46,Yes,No,Nepal,2004,Spr,May,15,13:00
1939,EVER,Brien Richard Sheedy,USA,M,34,Yes,No,Nepal,2004,Spr,May,15,13:00
1940,EVER,"Karma Rita Sherpa (Phortse, Khumbu)",Nepal,M,28,Yes,No,Nepal,2004,Spr,May,15,13:00
1941,EVER,"Mingma Tshering (Mingma Chhiring) Sherpa (Phortse, Khumbu)",Nepal,M,32,Yes,No,Nepal,2004,Spr,May,15,13:00
1942,EVER,Jason A. Tanguay,USA,M,28,Yes,No,Nepal,2004,Spr,May,15,13:00
1943,EVER,Peter Gschwendtner,Austria,M,41,Yes,No,Nepal,2004,Spr,May,16,6:00
1944,EVER,"Pema Tshering Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,33,Yes,No,Nepal,2004,Spr,May,16,6:00
1945,EVER,"Lila Bahadur Tamang (Khaimrang, Sardikhola, Kaski)",Nepal,M,37,Yes,No,Nepal,2004,Spr,May,16,6:00
1946,EVER,Kilian Volken,Switzerland,M,53,Yes,No,Nepal,2004,Spr,May,16,6:00
1947,EVER,Georgios Voutiropoulos,Greece,M,35,Yes,No,Nepal,2004,Spr,May,16,6:00
1948,EVER,Rupert Michael Heider,Switzerland,M,48,Yes,No,Nepal,2004,Spr,May,16,6:15
1949,EVER,"Nanda Dorje (Naga Dorje, Nanga) Sherpa (Khumjung, Khumbu)",Nepal,M,37,Yes,No,Nepal,2004,Spr,May,16,6:15
1950,EVER,"Nuru Wangchu Sherpa (Pangboche, Khumbu)",Nepal,M,26,Yes,No,Nepal,2004,Spr,May,16,6:15
1951,EVER,"Pemba Dorje Sherpa (Beding, Dolakha)",Nepal,M,27,No,No,Nepal,2004,Spr,May,16,6:15
1952,EVER,Jeffrey James (Jeff) Justman,USA,M,31,Yes,No,Nepal,2004,Spr,May,16,6:30
1953,EVER,"Lhawang Dhondup (Nawang Dorje) Lama (Taksindu, Solukhumbu & Tipling, Dhading)",Nepal,M,41,Yes,No,Nepal,2004,Spr,May,16,6:30
1954,EVER,"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",Nepal,M,31,Yes,No,Nepal,2004,Spr,May,16,6:30
1955,EVER,Susan Harper Todd,UK,F,43,Yes,No,Nepal,2004,Spr,May,16,7:00
1956,EVER,"Dawa Sherpa (Taksindu, Solukhumbu)",Nepal,M,40,Yes,No,Nepal,2004,Spr,May,16,7:00
1957,EVER,"Pasang Nuru (Ang Nurbu/Nuru) Sherpa (Pangboche, Khumbu)",Nepal,M,28,Yes,No,Nepal,2004,Spr,May,16,7:00
1958,EVER,"Tendi Sherpa (Taksindu, Solukhumbu)",Nepal,M,36,Yes,No,Nepal,2004,Spr,May,16,7:00
1959,EVER,Craig Douglas Van Hoy,USA,M,46,Yes,No,Nepal,2004,Spr,May,16,7:00
1960,EVER,Martin Boileau,Canada,M,40,Yes,No,Nepal,2004,Spr,May,16,7:30
1961,EVER,Thomas Ian (Tom) McMillan,USA,M,47,Yes,No,Nepal,2004,Spr,May,16,7:30
1962,EVER,"Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)",Nepal,M,32,No,No,Nepal,2004,Spr,May,16,7:30
1963,EVER,"Nima Tashi Sherpa (Pangboche, Khumbu)",Nepal,M,44,Yes,No,Nepal,2004,Spr,May,16,7:30
1964,EVER,"Pemba Dorje (Pem Dorje) Sherpa (Tapting, Solukhumbu)",Nepal,M,22,Yes,No,Nepal,2004,Spr,May,16,7:45
1965,EVER,Victoria (Vicky) Jack,UK,F,51,Yes,No,Nepal,2004,Spr,May,16,8:00
1966,EVER,Robert Vincent (Bob) Jen,USA,M,50,Yes,No,Nepal,2004,Spr,May,16,8:00
1967,EVER,"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)",Nepal,M,27,Yes,No,Nepal,2004,Spr,May,16,8:00
1968,EVER,"Pasang Tshering (Ang Tshering) Sherpa (Pangboche, Khumbu)",Nepal,M,27,Yes,No,Nepal,2004,Spr,May,16,8:00
1969,EVER,"Nawang Sherpa (Tapting, Solukhumbu)",Nepal,M,32,Yes,No,Nepal,2004,Spr,May,16,8:15
1970,EVER,"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",Nepal,M,35,Yes,No,Nepal,2004,Spr,May,16,8:15
1971,EVER,Mario Dutil,Canada,M,41,Yes,No,Nepal,2004,Spr,May,16,8:29
1972,EVER,Maxime Jean,Canada,M,35,Yes,No,Nepal,2004,Spr,May,16,8:29
1973,EVER,"Nawang Wangchu/Ongchu Sherpa (Chheplung, Khumbu)",Nepal,M,30,Yes,No,Nepal,2004,Spr,May,16,8:29
1974,EVER,"Pasang Norbu Sherpa (Nurbugaon, Walung, Makalu-Barun)",Nepal,M,31,Yes,No,Nepal,2004,Spr,May,16,8:29
1975,EVER,Muhamad Muqharabbin Mokhtarrudin,Malaysia,M,22,Yes,No,Nepal,2004,Spr,May,16,8:35
1976,EVER,Ahmad Reduan Rozali,Malaysia,M,21,Yes,No,Nepal,2004,Spr,May,16,8:35
1977,EVER,"Doma Chhiri Sherpa (Sikli, Jubing-9, Solukhumbu)",Nepal,M,20,Yes,No,Nepal,2004,Spr,May,16,8:35
1978,EVER,"Ngatemba (Nga Temba) Sherpa (Sikli, Jubing, Solukhumbu)",Nepal,M,48,Yes,No,Nepal,2004,Spr,May,16,8:35
1979,EVER,"Pasang Rinji Sherpa (Kharikhola, Solukhumbu)",Nepal,M,27,Yes,No,Nepal,2004,Spr,May,16,8:35
1980,EVER,Antonios Antonopoulos,Greece,M,33,Yes,No,Nepal,2004,Spr,May,16,9:00
1981,EVER,Panagiotis Kotronaros,Greece,M,33,Yes,No,Nepal,2004,Spr,May,16,9:00
1982,EVER,"Mingma Sherpa (Nurbu Chaur, Makalu-9, Makalu-Barun)",Nepal,M,25,Yes,No,Nepal,2004,Spr,May,16,9:00
1983,EVER,"Nawang Pasang Sherpa (Beding, Dolakha)",Nepal,M,23,Yes,No,Nepal,2004,Spr,May,16,9:00
1984,EVER,"Tashi Lhakpa Sherpa (Walung, Makalu-9, Makalu-Barun)",Nepal,M,18,Yes,No,Nepal,2004,Spr,May,16,9:00
1985,EVER,"Tshering Tashi Sherpa (Khumjung, Khumbu)",Nepal,M,18,Yes,No,Nepal,2004,Spr,May,16,9:00
1986,EVER,Michael (Mike) Styllas,Greece,M,29,Yes,No,Nepal,2004,Spr,May,16,9:00
1987,EVER,Andrew James Lock,Australia,M,42,Yes,No,Nepal,2004,Spr,May,16,9:15
1988,EVER,"Changba Nurbu (Chhongba Nuru) Sherpa (Tate, Khumbu)",Nepal,M,39,Yes,No,Nepal,2004,Spr,May,16,9:15
1989,EVER,"Dawa Gyalje (Dawa Gyalzen) Sherpa (Beding, Dolakha)",Nepal,M,25,Yes,No,Nepal,2004,Spr,May,16,9:15
1990,EVER,"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",Nepal,M,33,Yes,No,Nepal,2004,Spr,May,16,9:15
1991,EVER,"Thile Nurbu (Thile Nuru) Sherpa (Chheplung, Khumbu)",Nepal,M,29,Yes,No,Nepal,2004,Spr,May,16,9:15
1992,EVER,Claude St. Hilaire,Canada,M,40,Yes,No,Nepal,2004,Spr,May,16,9:15
1993,EVER,Ian Edward (Ted) Atkins,UK,M,45,Yes,No,Nepal,2004,Spr,May,16,9:30
